feature_0,feature_3,feature_10,feature_40,feature_68,feature_70,feature_86,feature_89,feature_95,feature_100,feature_113,feature_123,feature_143,feature_150,feature_168,feature_187,feature_213,feature_242,feature_244,feature_251,feature_252,feature_268,feature_289,feature_291,feature_294,feature_296,feature_300,feature_323,feature_332,feature_335,feature_377,feature_428,feature_437,feature_438,feature_469
0,3,3,14,1476,56,295,5,11,2,0,0,0,7,0,1,0,231,51,208,244,0,4,3,109,184,50,22,112,301,1,176,34,0,17
0,3,3,12,53,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,53,28,24,18,0,1,41,25,0,3
4,5,4,22,115305,819,19613,4,90,2,2,1,1,8,0,3,1,15492,73,1603,15475,0,13,5,288,944,129,19,9101,1130,361,194,38,0,149
0,3,3,10,82,21,12,1,5,2,0,0,0,6,0,1,0,15,19,4,32,0,6,3,58,58,28,24,18,0,1,41,23,0,7
16,6,5,39,140603,908,24369,4,91,2,2,1,8,8,0,3,4,20605,53,1258,20595,0,20,6,279,386,117,17,4813,775,363,226,72,0,130
0,3,3,8,57,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
2,3,3,10,233,25,16,2,6,2,2,0,0,6,0,1,0,24,25,9,34,0,6,3,73,68,43,36,597,1,2,42,30,0,9
16,6,5,39,120715,871,21376,4,91,2,2,1,8,8,0,3,4,17196,52,1251,17186,0,20,6,277,388,115,17,4983,789,363,229,72,0,137
0,3,3,10,72,21,12,1,5,2,0,0,0,6,0,1,0,15,20,4,32,0,6,3,58,56,28,24,18,0,1,41,23,0,6
2,3,2,18,490,27,64,1,69,2,0,1,1,7,0,3,1,36,32,10,40,0,10,3,989,305,14,9,98,0,1,21,19,0,30
0,3,3,8,65,20,14,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,55,28,24,20,0,1,41,21,0,3
0,3,3,8,991,35,510,1,8,2,0,0,0,7,0,1,0,58,42,4,70,0,4,3,71,75,19,9,212,732,361,35,17,0,10
1,2,2,5,137,38,20,0,7,2,0,0,0,7,0,1,0,30,30,4,42,0,3,2,91,251,22,18,26,15,1,111,17,0,26
2,3,3,12,212,26,17,2,6,2,2,0,0,6,0,1,0,25,25,6,36,0,7,3,63,92,33,26,603,1,2,42,33,0,12
2,3,2,18,446,27,59,1,69,2,0,1,1,7,0,3,1,36,30,10,40,0,10,3,1029,285,14,9,5311,0,1,21,19,0,30
5,4,3,23,61957,773,11290,4,95,2,2,1,1,8,0,3,1,7727,46,1182,7703,0,11,4,278,369,126,36,4035,1451,362,168,28,0,37
3,2,2,5,1222,37,545,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,88,154,25,15,227,796,361,73,21,0,149
1,2,2,5,139,38,20,0,7,2,0,0,0,7,0,1,0,30,29,4,42,0,3,2,91,270,22,18,26,15,1,111,17,0,27
0,2,2,7,2024,33,845,1,8,2,0,0,0,7,0,1,0,242,23,597,253,0,3,2,85,91,29,21,409,780,361,110,16,0,6
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,57,28,24,18,0,1,41,25,0,3
0,3,3,12,55,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
16,6,5,39,150466,932,26043,4,92,2,2,1,8,9,0,3,4,22158,51,1261,22147,0,20,6,282,398,121,17,4973,769,365,197,72,0,131
1,6,5,46,18747,574,4178,1,213,2,0,1,1,8,0,3,0,691,46,1158,677,0,13,6,201,270,58,15,3147,844,361,107,70,0,78
1,2,2,5,136,38,20,0,7,2,0,0,0,7,0,1,0,31,29,4,43,0,3,2,94,257,22,18,26,13,1,107,17,0,27
3,2,2,5,1230,37,553,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,90,156,27,15,227,796,361,73,21,0,149
3,2,2,5,1238,64,546,2,23,2,0,0,3,7,0,1,0,92,27,21,107,0,3,2,82,162,25,15,257,799,364,73,21,0,101
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,20,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
5,3,3,10,1093,44,500,4,16,2,2,0,3,7,0,1,0,57,45,36,68,0,5,3,91,155,23,3,805,748,361,4,36,0,68
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,20,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,54,28,24,18,0,1,41,25,0,3
1,2,2,5,134,38,20,0,7,2,0,0,0,7,0,1,0,30,29,4,42,0,3,2,91,254,22,18,26,13,1,111,17,0,25
3,2,2,5,1250,37,539,3,11,2,0,0,3,7,0,1,0,89,27,5,102,0,3,2,94,178,31,16,226,796,361,78,17,0,151
3,2,2,5,1221,37,549,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,88,154,25,15,227,796,361,73,21,0,149
10,5,4,22,122583,829,20785,3,95,2,2,1,3,8,0,3,3,16712,50,1631,16703,0,13,5,290,402,130,19,6615,1154,365,204,48,0,143
1,6,5,46,18398,588,4312,1,213,2,0,1,1,8,0,3,0,655,46,1158,640,0,13,6,203,271,58,15,3297,829,361,110,70,0,73
1,2,2,5,173,37,21,0,7,2,0,0,0,7,0,1,0,32,33,4,44,0,3,2,112,254,41,37,26,13,1,132,17,0,24
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,20,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
0,2,2,5,856,32,440,0,8,2,0,0,0,7,0,1,0,29,19,10,41,0,3,2,71,92,19,14,204,732,361,65,15,0,2
1,2,2,5,136,38,20,0,7,2,0,0,0,7,0,1,0,30,29,4,42,0,3,2,91,265,22,18,26,13,1,112,17,0,26
0,3,3,10,81,21,12,1,5,2,0,0,0,6,0,1,0,15,19,4,32,0,6,3,58,56,28,24,18,0,1,41,23,0,7
0,5,12,39,2278,106,503,2,190,2,0,0,0,7,0,1,0,337,100,143,351,0,6,5,177,282,103,121,153,467,1,254,95,1,64
0,3,3,8,55,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
2,3,2,18,454,27,67,1,69,2,0,1,1,7,0,3,1,36,30,10,40,0,10,3,1162,307,14,9,102,0,1,21,19,0,30
5,3,3,15,321,42,55,4,7,2,0,0,1,7,0,1,3,48,38,7,60,0,6,3,101,203,40,20,79,44,1,136,29,0,12
3,2,2,5,1245,37,528,3,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,91,181,32,16,229,796,361,35,21,0,150
0,2,2,5,111,37,17,0,7,2,0,0,0,7,0,1,0,24,37,4,36,0,3,2,78,95,18,13,25,8,1,76,17,0,8
0,2,2,5,876,32,460,0,8,2,0,0,0,7,0,1,0,29,21,4,41,0,3,2,71,88,19,14,204,732,361,63,15,0,2
0,3,3,8,63,20,12,1,5,2,0,0,0,6,0,1,0,15,20,4,29,0,5,3,58,53,28,24,18,0,1,41,21,0,3
1,2,2,5,137,38,20,0,7,2,0,0,0,7,0,1,0,30,29,4,42,0,3,2,91,262,22,18,26,13,1,110,17,0,27
12,5,4,22,176298,1202,34328,2,91,2,2,1,4,9,0,3,4,32026,52,1349,32010,0,13,5,352,467,183,29,8955,827,1,263,55,0,90
0,2,2,5,1488,33,629,0,8,2,0,0,0,7,0,1,0,142,20,302,153,0,3,2,82,89,26,21,310,772,361,109,15,0,7
3,2,2,5,1219,37,544,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,90,156,27,15,229,796,361,73,21,0,149
4,5,4,22,114947,831,19620,1,87,2,2,1,1,8,0,3,1,15413,65,1601,15402,0,13,5,276,871,119,19,8203,1129,361,218,38,0,82
2,2,2,9,1193,70,472,3,24,2,0,0,1,7,0,2,0,59,33,22,70,0,3,2,110,183,48,32,258,777,365,238,25,0,10
5,4,3,23,66264,721,12047,4,95,2,2,1,1,8,0,3,1,8247,45,1183,8224,0,11,4,276,362,127,36,4172,1562,362,168,28,0,38
3,2,2,5,1220,37,548,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,88,154,25,15,229,796,361,73,21,0,149
3,2,2,5,1182,37,510,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,88,154,25,15,228,796,361,73,21,0,149
0,3,3,12,55,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,57,28,24,18,0,1,41,25,0,3
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
16,6,5,39,131577,852,22820,4,91,2,2,1,8,8,0,3,4,18948,55,1257,18938,0,20,6,282,435,117,17,4833,791,363,223,72,0,137
3,2,2,5,1238,37,530,3,11,2,0,0,3,7,0,1,0,89,28,5,102,0,3,2,91,172,31,16,225,795,361,35,17,0,150
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
3,2,2,5,1248,36,568,2,10,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,88,167,25,15,226,796,361,73,21,0,144
0,3,3,12,62,22,13,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,19,0,1,41,25,0,3
10,5,4,22,196882,1019,33513,6,97,2,2,1,3,8,0,3,3,29235,53,1636,29225,0,13,5,294,398,133,19,6931,1129,365,249,48,0,136
2,3,3,12,211,26,18,2,6,2,2,0,0,6,0,1,0,25,25,6,36,0,7,3,63,92,33,26,598,1,2,42,33,0,12
3549,2,2,5,2133,82,689,0,17,2,0,0,0,7,0,1,0,227,91,9,226,0,3,2,128,282,61,43,285,957,361,276,31,0,47
16,6,5,39,134662,837,23498,4,91,2,2,1,8,8,0,3,4,19566,51,1255,19556,0,20,6,275,404,113,17,4794,796,365,212,72,0,128
4,5,4,22,116462,794,19865,1,87,2,2,1,1,8,0,3,1,15852,69,1598,15842,0,13,5,277,875,120,19,8350,1139,361,199,38,0,91
16,6,5,39,141345,852,24582,4,91,2,2,1,8,8,0,3,4,20662,53,1258,20653,0,20,6,283,390,117,17,4815,800,365,218,72,0,129
1,6,5,46,17905,609,4154,1,213,2,0,1,1,8,0,3,0,676,47,1159,662,0,13,6,201,280,58,15,3125,844,361,114,70,0,80
2,3,3,10,80,22,16,1,5,2,2,0,0,6,0,1,0,17,24,4,34,0,6,3,58,59,28,24,595,0,1,41,27,0,6
1,3,3,10,641,40,58,3,7,2,0,0,0,7,0,1,1,49,36,6,59,0,4,3,98,253,37,20,84,48,1,138,23,0,35
2,3,3,12,209,26,18,2,6,2,2,0,0,6,0,1,0,25,25,6,36,0,7,3,63,92,33,26,598,1,2,42,33,0,12
2,2,2,9,2123,70,854,3,24,2,0,0,1,7,0,2,0,248,30,612,257,0,3,2,110,174,45,31,448,770,365,201,21,0,8
0,3,3,8,61,20,12,1,5,2,0,0,0,6,0,1,0,15,20,4,29,0,5,3,58,53,28,24,18,0,1,41,21,0,3
0,3,3,8,57,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
0,3,3,8,57,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,2
0,3,3,10,1087,34,506,2,8,2,0,0,0,7,0,1,0,43,25,6,54,0,4,3,80,156,27,16,252,772,361,112,20,0,64
7,3,2,28,668,61,131,5,76,2,1,1,3,8,0,3,0,97,65,22,100,0,10,3,154,254,44,21,670,38,5,155,45,0,32
0,3,2,20,607,52,104,1,73,2,0,1,0,8,0,3,0,76,47,10,80,0,10,3,133,167,32,21,74,35,1,181,28,0,29
0,3,3,10,1014,34,445,2,8,2,0,0,0,7,0,1,0,41,23,6,52,0,4,3,80,153,27,16,250,768,361,108,20,0,65
16,6,5,39,129316,816,22460,4,91,2,2,1,8,8,0,3,4,18627,53,1254,18616,0,20,6,281,397,118,17,4724,792,365,219,72,0,125
2,2,2,9,2127,70,843,3,24,2,0,0,1,7,0,2,0,252,35,609,263,0,3,2,113,182,45,31,446,770,365,201,25,0,11
7,3,3,30,31797,63,6535,9,16,2,2,0,3,7,0,1,0,4006,74,223,4020,0,7,3,148,253,85,44,1960,9204,181,255,86,0,70
10,5,4,22,145389,922,24905,6,97,2,2,1,3,8,0,3,3,20563,57,1618,20554,0,13,5,294,425,136,19,6809,1102,365,223,52,0,131
0,3,3,10,82,21,12,1,5,2,0,0,0,6,0,1,0,15,19,4,32,0,6,3,58,56,28,24,18,0,1,41,23,0,7
0,3,3,12,63,22,14,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,20,0,1,41,25,0,3
2,3,2,18,506,27,67,1,69,2,0,1,1,7,0,3,1,36,30,10,40,0,10,3,1049,462,14,9,123,0,1,21,19,0,37
2,6,10,55,17701,659,4071,1,278,2,2,1,0,8,0,3,0,600,58,1191,585,0,19,6,190,268,47,28,3827,799,361,54,81,1,47
8,3,3,28,34785,63,7233,8,16,2,2,0,3,7,0,1,0,4366,76,223,4380,0,7,3,147,339,81,43,2124,10118,181,253,84,0,47
4,5,4,22,107369,857,18794,1,87,2,2,1,1,8,0,3,1,14597,64,1266,14585,0,13,5,261,887,99,16,8628,788,361,185,38,0,86
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
0,3,3,12,57,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,56,28,24,18,0,1,41,25,0,3
1,2,2,5,132,38,20,0,7,2,0,0,0,7,0,1,0,30,28,4,42,0,3,2,91,250,22,18,26,13,1,111,17,0,27
0,3,3,10,1092,34,490,2,8,2,0,0,0,7,0,1,0,44,23,6,55,0,4,3,82,155,29,16,253,780,361,107,20,0,66
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
0,2,3,1,1516,46,252,0,0,0,0,5,0,4,0,0,0,188,617,41,237,0,0,2,60,87,48,45,328,408,0,116,20,0,4
3,2,2,5,1230,37,558,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,88,154,25,15,227,796,361,73,21,0,149
4,5,4,22,120384,799,20572,4,90,2,2,1,1,8,0,3,1,16400,74,1547,16383,0,13,5,285,964,129,19,9094,1024,361,233,38,0,148
0,3,3,8,56,20,12,1,5,2,0,0,0,6,0,1,0,15,20,4,29,0,5,3,58,53,28,24,18,0,1,41,21,0,2
9,3,3,8,919,36,475,1,11,2,2,0,5,7,0,1,0,46,29,17,57,0,4,3,72,147,15,5,794,728,361,32,32,0,53
0,3,3,10,1062,34,462,2,8,2,0,0,0,7,0,1,0,45,22,6,56,0,4,3,82,150,29,16,253,779,361,111,20,0,62
0,2,2,5,1022,33,489,0,8,2,0,0,0,7,0,1,0,40,19,4,51,0,3,2,75,101,21,17,211,764,361,116,15,0,22
10,5,4,22,131986,897,22908,6,95,2,2,1,3,8,0,3,3,19219,53,1257,19209,0,13,5,286,394,124,17,6369,791,365,206,48,0,100
0,3,3,12,61,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,55,28,24,18,0,1,41,25,0,3
0,3,3,8,58,20,14,1,5,2,0,0,0,6,0,1,0,15,20,4,29,0,5,3,58,52,28,24,20,0,1,41,21,0,3
2,2,2,9,2143,70,888,3,24,2,0,0,1,7,0,2,0,247,32,615,256,0,3,2,110,177,45,31,448,762,365,201,21,0,7
4,5,4,22,123198,867,21228,1,87,2,2,1,1,8,0,3,1,16814,66,1594,16803,0,13,5,274,881,118,19,8757,1127,361,199,38,0,88
4,3,3,15,107,25,18,4,6,2,4,0,0,6,0,2,0,25,28,6,37,0,7,3,65,79,35,22,598,1,2,32,35,0,35
2,6,10,55,18802,761,4291,1,278,2,2,1,0,8,0,3,0,669,60,1203,653,0,16,6,195,279,47,28,4167,835,361,54,81,1,56
2,2,2,9,2302,143,887,3,56,2,0,0,1,7,0,2,0,258,41,647,272,0,3,2,122,215,45,31,528,782,373,201,27,0,15
0,3,3,10,1053,34,462,2,8,2,0,0,0,7,0,1,0,43,23,6,54,0,4,3,82,154,29,16,253,776,361,107,20,0,64
0,3,3,8,57,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
0,2,2,5,1009,33,462,0,8,2,0,0,0,7,0,1,0,41,21,4,52,0,3,2,76,100,22,16,212,768,361,114,15,0,6
1,2,2,5,134,38,20,0,7,2,0,0,0,7,0,1,0,30,29,4,42,0,3,2,91,263,22,18,26,13,1,107,17,0,27
0,3,3,6,140,21,3,1,6,2,0,0,0,7,0,1,0,10,21,5,25,0,4,3,72,65,42,38,16,1,1,73,20,0,7
2,3,3,10,191,25,16,2,6,2,2,0,0,6,0,1,0,24,27,6,34,0,6,3,59,90,28,21,597,1,2,30,29,0,10
0,3,3,18,2899,61,526,1,11,2,0,0,0,7,0,1,0,335,50,14,355,0,9,3,118,121,56,40,293,688,1,219,49,0,19
1,2,2,5,138,38,20,0,7,2,0,0,0,7,0,1,0,30,29,4,42,0,3,2,91,265,22,18,26,13,1,109,17,0,27
3549,2,2,5,2065,82,676,0,17,2,0,0,0,7,0,1,0,219,91,9,218,0,3,2,130,257,63,43,280,935,361,281,31,0,54
0,3,3,12,59,22,12,1,5,2,0,0,0,6,0,1,0,15,18,6,29,0,7,3,58,56,28,24,18,0,1,41,25,0,3
4,5,4,22,117098,877,19963,4,105,2,2,1,1,8,0,3,1,15724,71,1622,15707,0,13,5,288,953,132,19,9110,1133,365,228,38,0,147
3,2,2,5,1245,64,558,2,23,2,0,0,3,7,0,1,0,91,26,21,106,0,3,2,79,161,25,15,263,799,364,73,21,0,101
4,3,3,15,123,25,18,4,6,2,4,0,0,6,0,2,0,26,29,6,38,0,7,3,74,91,41,28,598,1,2,44,35,0,35
3,2,2,5,1212,37,540,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,88,154,25,15,227,796,361,73,21,0,149
0,3,3,8,54,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
0,2,2,7,1288,58,537,1,12,2,0,0,0,7,0,1,0,88,40,6,97,0,3,2,128,120,65,49,225,806,361,190,24,0,12
3549,2,2,5,2080,86,692,0,17,2,0,0,0,7,0,1,0,231,96,9,228,0,3,2,133,258,63,43,272,932,361,284,31,0,51
0,3,3,10,81,21,13,1,5,2,0,0,0,6,0,1,0,15,19,4,32,0,6,3,58,56,28,24,19,0,1,41,23,0,7
0,3,3,12,63,22,13,1,5,2,0,0,0,6,0,1,0,15,20,6,29,0,7,3,61,55,31,27,19,0,1,53,25,0,3
2,3,3,12,183,26,18,2,6,2,2,0,0,6,0,1,0,25,26,6,36,0,7,3,57,70,27,20,598,1,2,30,33,0,10
2,3,3,10,231,25,16,2,6,2,2,0,0,6,0,1,0,24,25,6,34,0,6,3,74,68,43,36,603,1,2,42,29,0,9
2,6,10,55,17843,692,4128,1,278,2,2,1,0,8,0,3,0,631,57,1202,615,0,16,6,189,274,47,28,3899,830,361,54,81,1,56
2,3,2,18,518,27,59,1,69,2,0,1,1,7,0,3,1,36,28,10,40,0,10,3,1140,463,14,9,112,0,1,21,19,0,38
2,3,2,18,568,24,58,1,69,2,0,1,1,7,0,3,1,36,56,10,40,0,10,3,83,358,13,9,91,0,1,21,19,0,60
3,3,14,75,4496,101,1420,2,321,2,2,0,1,7,0,1,0,780,63,458,786,0,3,3,103,213,39,105,1125,516,1,84,117,1,375
0,2,3,1,1493,46,257,0,0,0,0,5,0,5,0,0,0,191,622,43,240,0,0,2,65,95,50,47,334,396,0,123,20,0,4
0,2,2,7,1341,58,531,1,12,2,0,0,0,7,0,1,0,92,41,6,101,0,3,2,125,119,65,49,227,822,361,207,24,0,14
0,3,3,8,61,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,52,28,24,18,0,1,41,21,0,3
10,5,4,22,142926,997,24248,6,95,2,2,1,3,8,0,3,3,20173,54,1640,20162,0,13,5,300,492,138,19,7009,1141,365,211,48,0,108
0,2,2,7,1280,57,526,1,12,2,0,0,0,7,0,1,0,85,39,6,95,0,3,2,124,120,65,49,225,803,361,192,24,0,15
0,3,3,10,80,21,12,1,5,2,0,0,0,6,0,1,0,15,19,4,32,0,6,3,58,56,28,24,18,0,1,41,23,0,7
0,2,2,3,54,18,3,0,5,2,0,0,0,6,0,1,0,10,15,4,23,0,3,2,44,118,13,15,16,0,1,36,15,0,27
0,3,3,10,1057,34,466,2,8,2,0,0,0,7,0,1,0,43,25,6,54,0,4,3,84,157,31,16,252,776,361,104,20,0,273
4,5,4,22,121881,877,20694,4,105,2,2,1,1,8,0,3,1,16587,73,1617,16570,0,13,5,283,943,127,19,9024,1122,365,195,38,0,149
6,3,3,28,33965,63,7029,8,16,2,2,0,2,7,0,1,0,4280,75,222,4294,0,7,3,144,227,81,43,2094,9865,181,256,84,0,52
1,2,2,5,136,38,20,0,7,2,0,0,0,7,0,1,0,30,28,4,42,0,3,2,91,256,22,18,26,13,1,109,17,0,27
3,2,2,5,1223,37,548,2,11,2,0,0,3,7,0,1,0,92,29,6,107,0,3,2,90,157,27,15,228,795,361,73,21,0,149
0,4,2,22,27238,687,4789,4,91,2,0,1,0,9,0,3,0,3641,58,601,3618,0,10,4,256,342,101,28,2019,490,1,193,30,0,49
2,3,3,12,175,26,18,2,6,2,2,0,0,6,0,1,0,24,25,6,36,0,7,3,57,78,27,20,598,1,2,15,33,0,10
0,2,2,7,1260,57,490,1,12,2,0,0,0,7,0,1,0,87,39,6,97,0,3,2,124,120,65,49,225,806,361,204,24,0,13
0,2,2,7,1037,33,457,1,8,2,0,0,0,7,0,1,0,44,20,4,55,0,3,2,82,100,28,19,215,780,361,110,16,0,8
0,3,3,8,57,20,12,1,5,2,0,0,0,6,0,1,0,15,18,4,29,0,5,3,58,52,28,24,18,0,1,41,21,0,3
4,6,5,38,31028,584,6264,6,94,2,0,1,1,9,0,3,2,2868,69,1133,2862,0,19,6,217,333,76,16,3063,895,363,121,76,0,75
0,3,3,10,1072,34,481,2,8,2,0,0,0,7,0,1,0,45,27,6,56,0,4,3,86,157,27,16,252,776,361,101,20,0,65
10,5,4,22,146818,957,24940,6,96,2,2,1,3,8,0,3,3,20708,54,1623,20702,0,13,5,292,452,135,19,6766,1138,364,182,48,0,271
0,3,3,10,75,21,13,1,5,2,0,0,0,6,0,1,0,15,20,4,32,0,6,3,58,56,28,24,19,0,1,41,23,0,6
2,3,2,6,887,42,439,1,8,2,2,0,0,7,0,2,0,33,25,4,45,0,3,4,78,106,18,8,781,731,361,90,19,0,17
4,3,3,15,125,25,17,4,6,2,4,0,0,6,0,2,0,25,28,6,37,0,7,3,71,90,41,28,603,1,2,44,35,0,35
2,3,3,12,92,25,16,2,6,2,2,0,0,6,0,1,0,24,25,6,35,0,7,3,56,91,26,19,597,1,2,30,28,0,8
3,2,2,5,1214,37,541,2,11,2,0,0,3,7,0,1,0,92,31,6,107,0,3,2,88,154,25,15,228,795,361,73,21,0,149
16,6,5,39,127718,871,22338,4,91,2,2,1,8,8,0,3,4,18318,52,1257,18308,0,20,6,280,387,120,17,4963,795,363,223,72,0,135
0,2,2,7,1117,33,483,1,8,2,0,0,0,7,0,1,0,49,29,72,67,0,3,2,81,122,25,17,216,764,361,93,18,0,8
3,2,2,5,1205,37,525,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,90,157,27,15,229,796,361,73,21,0,149
3549,2,2,5,2375,86,742,0,17,2,0,0,0,7,0,1,0,256,92,9,253,0,3,2,132,253,65,43,294,1017,361,284,31,0,50
0,2,2,5,889,32,473,0,8,2,0,0,0,7,0,1,0,29,19,10,41,0,3,2,71,93,19,14,204,732,361,63,15,0,2
0,2,3,1,1363,46,235,0,0,0,0,5,0,5,0,0,0,177,618,43,226,0,0,2,60,90,48,45,314,356,0,115,20,0,5
0,2,2,7,1360,58,536,1,12,2,0,0,0,7,0,1,0,94,40,6,103,0,3,2,125,119,65,49,231,831,361,190,24,0,12
10,5,4,22,131574,1008,22946,6,98,2,2,1,3,8,0,3,3,19023,53,1262,19013,0,13,5,281,412,119,17,6742,795,365,168,48,0,163
2,3,3,10,81,22,16,1,5,2,2,0,0,6,0,1,0,17,24,4,34,0,6,3,52,52,22,18,595,0,1,14,27,0,7
0,2,2,7,1320,57,528,1,12,2,0,0,0,7,0,1,0,89,39,6,99,0,3,2,124,119,65,49,229,819,361,190,24,0,13
0,3,3,6,138,21,3,1,6,2,0,0,0,7,0,1,0,10,21,5,25,0,4,3,71,69,41,37,16,1,1,73,20,0,7
0,3,3,8,57,20,12,1,5,2,0,0,0,6,0,1,0,15,20,4,29,0,5,3,58,51,28,24,18,0,1,41,21,0,3
0,2,2,7,1291,57,509,1,12,2,0,0,0,7,0,1,0,87,38,6,97,0,3,2,124,119,65,49,226,815,361,191,24,0,14
0,3,3,22,21389,65,2209,6,13,2,0,0,0,7,0,1,0,1385,74,7766,1399,0,6,3,154,266,80,48,853,1814,1,284,54,0,49
3,2,2,5,1228,37,556,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,90,157,27,15,229,796,361,73,21,0,149
10,5,4,22,149541,866,25704,6,91,2,2,1,3,8,0,3,3,21329,53,1631,21319,0,13,5,299,421,140,19,6876,1130,363,213,48,0,119
0,3,3,10,80,21,12,1,5,2,0,0,0,6,0,1,0,15,19,4,32,0,6,3,58,56,28,24,18,0,1,41,23,0,7
3,2,2,5,1215,37,543,2,11,2,0,0,3,7,0,1,0,91,29,6,106,0,3,2,88,154,25,15,228,796,361,73,21,0,149
4,3,3,15,121,25,17,4,6,2,4,0,0,6,0,2,0,25,28,6,37,0,7,3,72,90,41,28,603,1,2,44,35,0,35
4,5,4,22,121950,892,20749,4,105,2,2,1,1,8,0,3,1,16544,69,1623,16528,0,13,5,285,947,132,19,9977,1137,365,202,38,0,148
0,3,3,12,63,22,12,1,5,2,0,0,0,6,0,1,0,15,19,6,29,0,7,3,58,56,28,24,18,0,1,41,25,0,3
2,3,2,18,563,24,59,1,69,2,0,1,1,7,0,3,1,36,55,10,40,0,10,3,83,350,13,9,95,0,1,21,19,0,57
3,2,2,5,1243,37,531,3,11,2,0,0,3,7,0,1,0,88,26,5,101,0,3,2,91,174,32,16,225,796,361,35,17,0,150
0,3,3,10,1054,34,474,2,8,2,0,0,0,7,0,1,0,42,23,6,53,0,4,3,80,158,27,16,251,772,361,112,20,0,65
0,2,2,7,1316,57,522,1,12,2,0,0,0,7,0,1,0,89,39,6,99,0,3,2,122,118,63,49,229,819,361,189,24,0,13
2,3,3,17,223,27,22,4,6,2,2,0,0,6,0,2,0,27,32,6,40,0,8,3,68,83,38,25,600,1,2,44,43,0,11
1,2,2,5,136,38,20,0,7,2,0,0,0,7,0,1,0,30,28,4,42,0,3,2,91,250,22,18,26,13,1,111,17,0,27
3,2,2,5,1248,37,538,3,11,2,0,0,3,7,0,1,0,90,27,5,103,0,3,2,94,175,31,16,225,795,361,78,17,0,150
2,3,3,12,181,26,17,2,6,2,2,0,0,6,0,1,0,25,26,6,36,0,7,3,57,88,27,20,597,1,2,15,33,0,11
